Name,HOMFLY (vector)
11a_88,{0; 4; {-2; 1; 2; -5; 5; -1}; {-2; 1; 3; -13; 14; -5}; {-2; 1; 1; -9; 14; -4}; {-1; 1; -2; 6; -1}; {0; 0; 1}}
11a_89,{0; 3; {-1; 2; 1; 0; -1; 1}; {-1; 3; 1; -3; -1; 2; -1}; {0; 3; -2; 1; 2; -1}; {1; 2; 1; 1}}
11a_90,{0; 3; {-3; 0; 1; -1; -1; 2}; {-3; 1; 1; -4; 0; 3; -2}; {-2; 1; -2; 2; 3; -1}; {-1; 0; 1; 1}}
11a_91,{0; 3; {0; 0; 1}; {-2; 2; -1; 2; 0; -2; 1}; {-1; 2; 2; -1; -2; 1}; {0; 1; -1; -1}}
11a_92,{0; 4; {-3; 0; -3; 7; -5; 2}; {-3; 0; -3; 14; -14; 5}; {-3; 0; -1; 9; -14; 4}; {-2; 0; 2; -6; 1}; {-1; -1; -1}}
11a_93,{0; 3; {-3; 1; -1; 1; 2; -2; 1}; {-3; 1; -1; 4; 0; -4; 2}; {-2; 1; 2; -2; -3; 1}; {-1; 0; -1; -1}}
11a_94,{0; 3; {3; 6; 2; 2; -4; 1}; {3; 6; 5; 7; -4; -1}; {3; 6; 4; 7; 1; -1}; {3; 5; 1; 2; 1}}
11a_95,{0; 2; {2; 5; 1; 1; 0; -1}; {2; 6; 2; 3; 2; 0; -1}; {2; 5; 1; 2; 2; 1}}
11a_96,{0; 3; {-3; 1; 1; -2; 2; -1; 1}; {-2; 2; -3; 4; -4; 2; -1}; {-1; 1; 3; -2; 2}; {0; 0; -1}}
11a_97,{0; 3; {-2; 0; 2; -4; 3}; {-2; 2; 1; -6; 3; 2; -2}; {-1; 2; -2; 3; 3; -1}; {0; 1; 1; 1}}
11a_98,{0; 2; {-3; 1; 1; -1; 0; 0; 1}; {-2; 2; -2; -1; 1; 0; -1}; {-1; 1; 1; 2; 1}}
11a_99,{0; 4; {0; 2; 3; -4; 2}; {-1; 2; -2; 7; -10; 3}; {-1; 2; -1; 7; -10; 3}; {0; 2; 2; -5; 1}; {1; 1; -1}}
11a_100,{0; 3; {1; 4; 1; 2; -3; 1}; {1; 5; 2; 2; -7; 5; -1}; {1; 4; 1; -1; -6; 3}; {2; 3; -1; -2}}
11a_101,{0; 3; {1; 3; 1; 1; -1}; {0; 4; -1; 1; 5; -4; 1}; {0; 3; -1; 1; 5; -3}; {1; 2; 1; 2}}
11a_102,{0; 3; {-1; 3; 2; -1; -3; 4; -1}; {-1; 3; 1; -4; -3; 5; -2}; {0; 3; -2; 1; 3; -1}; {1; 2; 1; 1}}
11a_103,{0; 2; {-2; 2; 1; 0; -1; 0; 1}; {-1; 3; -2; -2; 1; 0; -1}; {0; 2; 1; 2; 1}}
11a_104,{0; 3; {-2; -1; -1; 2}; {-2; 2; -1; 3; 0; -2; 1}; {-1; 2; 2; -1; -2; 1}; {0; 1; -1; -1}}
11a_105,{0; 3; {1; 5; 2; 0; -3; 3; -1}; {1; 5; 3; 0; -8; 7; -1}; {1; 4; 1; -2; -7; 3}; {2; 3; -1; -2}}
11a_106,{0; 4; {-1; 2; -2; 6; -4; 1}; {-1; 2; -5; 15; -12; 3}; {-1; 2; -4; 14; -9; 1}; {-1; 1; -1; 6; -2}; {0; 0; 1}}
11a_107,{0; 3; {-1; 2; -1; 4; -3; 1}; {-1; 3; -2; 5; -2; -2; 1}; {-1; 2; -1; 3; 1; -2}; {0; 1; 1; 1}}
11a_108,{0; 4; {-2; 1; 1; -4; 6; -2}; {-2; 1; 5; -14; 13; -3}; {-2; 1; 4; -14; 9; -1}; {-2; 0; 1; -6; 2}; {-1; -1; -1}}
11a_109,{0; 4; {-1; 1; -3; 7; -3}; {-1; 2; -6; 17; -10; 2}; {-1; 2; -4; 15; -8; 1}; {-1; 1; -1; 6; -2}; {0; 0; 1}}
11a_110,{0; 3; {-2; 2; 1; -2; 1; 2; -1}; {-2; 2; 2; -4; -1; 4; -1}; {-2; 1; 1; -3; -2; 2}; {-1; 0; -1; -1}}
11a_111,{0; 3; {-1; 2; -1; 2; 1; -1}; {-1; 3; -2; 4; 2; -3; 1}; {-1; 2; -1; 3; 2; -2}; {0; 1; 1; 1}}
11a_112,{0; 4; {-2; 1; 2; -3; 1; 1}; {-2; 1; 3; -10; 6; -2}; {-2; 1; 1; -8; 9; -3}; {-1; 1; -2; 5; -1}; {0; 0; 1}}
11a_113,{0; 4; {-4; -1; 1; -3; 2; 1}; {-4; -1; 3; -9; 8; -1}; {-4; -1; 1; -8; 9; -3}; {-3; -1; -2; 5; -1}; {-2; -2; 1}}
11a_114,{0; 3; {2; 4; 4; -4; 1}; {0; 4; -1; 0; 8; -6; 1}; {0; 3; -1; 1; 6; -3}; {1; 2; 1; 2}}
11a_115,{0; 3; {-1; 3; 1; 1; -4; 4; -1}; {-1; 3; 2; -1; -9; 7; -1}; {-1; 2; 1; -2; -7; 3}; {0; 1; -1; -2}}
11a_116,{0; 3; {1; 5; 1; 2; -4; 3; -1}; {1; 5; 2; 2; -7; 6; -1}; {1; 4; 1; -1; -6; 3}; {2; 3; -1; -2}}
11a_117,{0; 3; {1; 4; 1; 0; 1; -1}; {1; 5; 2; -1; 1; 2; -1}; {1; 4; 1; -2; -1; 2}; {2; 3; -1; -1}}
11a_118,{0; 3; {-1; 3; 2; -2; -1; 3; -1}; {-1; 3; 1; -5; 0; 4; -2}; {0; 3; -2; 2; 3; -1}; {1; 2; 1; 1}}
11a_119,{0; 2; {-2; 1; 1; 0; -2; 2}; {-1; 3; -2; -2; 2; 0; -1}; {0; 2; 1; 2; 1}}
11a_120,{0; 3; {-5; -1; -1; 0; 2; -1; 1}; {-5; -1; -1; 3; 2; -1; 2}; {-4; -1; 2; -1; -2; 1}; {-3; -2; -1; -1}}
11a_121,{0; 3; {-4; -1; -1; 2; -2; 2}; {-3; 1; 3; -4; 4; -2; 1}; {-2; 0; -3; 2; -2}; {-1; -1; 1}}
11a_122,{0; 3; {-4; -1; 1; -2; 0; 2}; {-4; 0; 1; -3; 0; 3; -1}; {-3; 0; -2; 1; 2; -1}; {-2; -1; 1; 1}}
11a_123,{0; 2; {3; 6; 2; 2; -4; 1}; {2; 6; 1; 4; 6; -3; -1}; {2; 5; 1; 3; 4; 1}}
11a_124,{0; 3; {3; 6; 1; 5; -7; 2}; {3; 5; 3; 13; -9}; {3; 6; 3; 11; -1; -1}; {3; 5; 1; 3; 1}}
11a_125,{0; 4; {0; 3; 2; -3; 3; -1}; {0; 3; 4; -10; 7; -1}; {0; 3; 3; -11; 6; -1}; {0; 2; 1; -5; 2}; {1; 1; -1}}
11a_126,{0; 4; {-1; 1; -4; 9; -4}; {-1; 2; -7; 19; -9; 1}; {-1; 2; -4; 16; -7; 1}; {-1; 1; -1; 6; -2}; {0; 0; 1}}
11a_127,{0; 4; {2; 4; 4; -4; 1}; {1; 4; -2; 10; -8; 2}; {1; 4; -3; 10; -7; 1}; {1; 3; -1; 5; -2}; {2; 2; 1}}
11a_128,{0; 3; {-3; 1; 1; -1; 1; -2; 2}; {-2; 2; -3; 3; -5; 2; -1}; {-1; 1; 3; -2; 2}; {0; 0; -1}}
11a_129,{0; 4; {-4; -1; 2; -5; 3; 1}; {-4; -1; 3; -10; 8; -1}; {-4; -1; 1; -8; 9; -3}; {-3; -1; -2; 5; -1}; {-2; -2; 1}}
11a_130,{0; 3; {-4; -1; 1; -1; -2; 3}; {-4; 0; 1; -3; -1; 3; -1}; {-3; 0; -2; 1; 2; -1}; {-2; -1; 1; 1}}
11a_131,{0; 4; {-3; 0; -2; 5; -4; 2}; {-3; 0; -3; 11; -10; 3}; {-3; 0; -1; 8; -10; 3}; {-2; 0; 2; -5; 1}; {-1; -1; -1}}
11a_132,{0; 3; {-1; 3; 1; 1; -4; 4; -1}; {-1; 3; 1; -2; -4; 4; -1}; {0; 3; -2; 0; 2; -1}; {1; 2; 1; 1}}
11a_133,{0; 2; {0; 5; 1; 0; 1; -3; 3; -1}; {0; 4; 1; 0; -1; -3; 3}; {1; 3; -1; -2; -2}}
11a_134,{0; 3; {0; 4; -1; 2; 3; -4; 1}; {0; 4; -2; 2; 9; -7; 1}; {0; 3; -1; 2; 7; -3}; {1; 2; 1; 2}}
11a_135,{0; 3; {-1; 1; 2; -3; 2}; {-2; 0; -1; 2; -3}; {-1; 2; 2; -1; -1; 1}; {0; 1; -1; -1}}
11a_136,{0; 3; {-2; -1; -1; 2}; {-4; -1; 1; -1; -1; 2}; {-3; 0; -2; 0; 1; -1}; {-2; -1; 1; 1}}
11a_137,{0; 3; {-3; 1; 1; 0; -2; 1; 1}; {-3; 1; 1; -3; -2; 1; -1}; {-2; 1; -2; 1; 2; -1}; {-1; 0; 1; 1}}
11a_138,{0; 3; {0; 0; 1}; {-2; 1; -1; 1; 1; -1}; {-1; 2; 2; 0; -1; 1}; {0; 1; -1; -1}}
11a_139,{0; 4; {0; 3; 2; -4; 5; -2}; {0; 3; 5; -14; 13; -3}; {0; 3; 4; -14; 9; -1}; {0; 2; 1; -6; 2}; {1; 1; -1}}
11a_140,{0; 3; {0; 4; 2; -2; 0; 2; -1}; {0; 4; 3; -5; -2; 5; -1}; {0; 3; 1; -4; -3; 2}; {1; 2; -1; -1}}
11a_141,{0; 3; {-3; 1; 1; -2; 2; -1; 1}; {-3; 1; 1; -4; 2; 0; -1}; {-2; 1; -2; 2; 2; -1}; {-1; 0; 1; 1}}
11a_142,{0; 4; {-5; -2; -3; 5; -3; 2}; {-5; -2; -4; 14; -10; 7}; {-5; -2; -1; 10; -12; 5}; {-4; -2; 2; -6; 1}; {-3; -3; -1}}
11a_143,{0; 3; {-5; -2; -2; 3; -2; 2}; {-5; -1; -1; 5; -1; 1; 2}; {-4; -1; 2; -2; -2; 1}; {-3; -2; -1; -1}}
11a_144,{0; 3; {-5; -1; -2; 2; 1; -1; 1}; {-5; -1; -1; 5; 1; -2; 3}; {-4; -1; 2; -2; -3; 1}; {-3; -2; -1; -1}}
11a_145,{0; 2; {-5; -1; -1; 0; 2; -1; 1}; {-4; 0; 2; 2; -1; 1; 1}; {-3; -1; -1; -2; -1}}
11a_146,{0; 4; {-3; -2; -2; 3}; {-3; 0; -3; 10; -6; 2}; {-3; 0; -1; 8; -9; 3}; {-2; 0; 2; -5; 1}; {-1; -1; -1}}
11a_147,{0; 4; {0; 3; 1; -2; 4; -2}; {0; 3; 3; -8; 9; -2}; {0; 3; 3; -10; 7; -1}; {0; 2; 1; -5; 2}; {1; 1; -1}}
11a_148,{0; 2; {1; 5; 2; 0; -3; 3; -1}; {0; 4; 1; 2; -2; -4; 4}; {1; 3; -1; -3; -3}}
11a_149,{0; 3; {-1; 3; 1; -1; 0; 2; -1}; {-1; 3; 1; -3; 0; 3; -1}; {0; 3; -2; 1; 2; -1}; {1; 2; 1; 1}}
11a_150,{0; 3; {-5; -2; -1; 1; -1; 2}; {-5; -1; -1; 3; 0; 2; 1}; {-4; -1; 2; -1; -1; 1}; {-3; -2; -1; -1}}
11a_151,{0; 4; {-3; -1; -3; 5; -1}; {-3; 0; -3; 11; -6; 2}; {-3; 0; -1; 8; -9; 3}; {-2; 0; 2; -5; 1}; {-1; -1; -1}}
11a_152,{0; 3; {-3; 0; -1; 0; 3; -1}; {-3; 1; -1; 3; 2; -2; 1}; {-2; 1; 2; -1; -2; 1}; {-1; 0; -1; -1}}
11a_153,{0; 3; {-1; 3; 1; -2; 1; 3; -2}; {-1; 3; 2; -4; 0; 5; -1}; {-1; 2; 1; -3; -2; 2}; {0; 1; -1; -1}}
11a_154,{0; 2; {-1; 4; 1; -1; 0; 1; 1; -1}; {-1; 3; 1; -1; -2; 1; 2}; {0; 2; -1; -2; -1}}
11a_155,{0; 3; {-4; -1; 1; -5; 6; -1}; {-4; -1; 1; -6; 10; -2}; {-3; 0; -3; 6; 0; -1}; {-2; -1; 2; 1}}
11a_156,{0; 4; {-3; 0; -4; 9; -6; 2}; {-3; 0; -4; 17; -15; 5}; {-3; 0; -1; 10; -14; 4}; {-2; 0; 2; -6; 1}; {-1; -1; -1}}
11a_157,{0; 4; {-3; 0; -3; 7; -5; 2}; {-3; 0; -3; 12; -10; 3}; {-3; 0; -1; 8; -10; 3}; {-2; 0; 2; -5; 1}; {-1; -1; -1}}
11a_158,{0; 4; {-2; 1; 3; -7; 6; -1}; {-2; 1; 6; -17; 11; -2}; {-2; 1; 4; -15; 8; -1}; {-2; 0; 1; -6; 2}; {-1; -1; -1}}
11a_159,{0; 3; {-1; 4; 1; -1; 1; -1; 2; -1}; {-1; 3; 1; -3; 3; -4; 3}; {0; 2; -2; 2; -3}; {1; 1; 1}}
11a_160,{0; 4; {-1; 2; -1; 4; -3; 1}; {-1; 2; -3; 9; -8; 2}; {-1; 2; -3; 10; -7; 1}; {-1; 1; -1; 5; -2}; {0; 0; 1}}
11a_161,{0; 3; {-4; 0; -2; 3; 1; -3; 2}; {-4; 0; -1; 6; -1; -5; 3}; {-3; 0; 2; -3; -4; 1}; {-2; -1; -1; -1}}
11a_162,{0; 4; {-3; -1; -1; 1; 1}; {-3; -1; -2; 5; -1}; {-3; 0; -1; 6; -5; 2}; {-2; 0; 2; -4; 1}; {-1; -1; -1}}
11a_163,{0; 4; {-1; 1; -2; 5; -2}; {-1; 2; -3; 10; -7; 2}; {-1; 2; -1; 8; -9; 3}; {0; 2; 2; -5; 1}; {1; 1; -1}}
11a_164,{0; 4; {-2; 1; 1; -1; 0; 1}; {-2; 0; 2; -5; 1}; {-2; 1; 1; -6; 5; -2}; {-1; 1; -2; 4; -1}; {0; 0; 1}}
11a_165,{0; 3; {-1; 3; 1; 0; -3; 5; -2}; {-1; 3; 2; -3; -4; 6; -1}; {-1; 2; 1; -3; -3; 2}; {0; 1; -1; -1}}
11a_166,{0; 2; {-1; 4; 1; 0; -1; 0; 2; -1}; {-1; 3; 1; -1; -3; 0; 2}; {0; 2; -1; -2; -1}}
11a_167,{0; 3; {-2; 1; -1; 3; -2; 1}; {-2; 2; -1; 4; -3; -1; 1}; {-1; 2; 2; -2; -2; 1}; {0; 1; -1; -1}}
11a_168,{0; 3; {-2; -1; -1; 2}; {-2; 2; -1; 3; 0; -2; 1}; {-1; 2; 2; -1; -2; 1}; {0; 1; -1; -1}}
11a_169,{0; 3; {-3; -1; -1; 1; 1}; {-3; 1; -1; 3; 1; -2; 1}; {-2; 1; 2; -1; -2; 1}; {-1; 0; -1; -1}}
11a_170,{0; 4; {-1; 2; -1; 2; 1; -1}; {-1; 1; -4; 9; -3}; {-1; 2; -3; 11; -5; 1}; {-1; 1; -1; 5; -2}; {0; 0; 1}}
11a_171,{0; 4; {0; 2; -1; 4; -2}; {1; 3; 1; 2; -1}; {0; 3; 2; -5; 5; -1}; {0; 2; 1; -4; 2}; {1; 1; -1}}
11a_172,{0; 3; {-1; 3; 1; 0; -2; 3; -1}; {-1; 3; 1; -2; -3; 4; -1}; {0; 3; -2; 0; 2; -1}; {1; 2; 1; 1}}
11a_173,{0; 3; {-1; 3; 1; -2; 1; 3; -2}; {-1; 3; 1; -3; 1; 4; -1}; {0; 3; -2; 1; 2; -1}; {1; 2; 1; 1}}
11a_174,{0; 4; {-2; 1; 1; -3; 4; -1}; {-2; 1; 4; -12; 11; -3}; {-2; 1; 4; -13; 9; -1}; {-2; 0; 1; -6; 2}; {-1; -1; -1}}
11a_175,{0; 4; {-1; 1; -2; 5; -2}; {-1; 2; -5; 14; -9; 2}; {-1; 2; -4; 14; -8; 1}; {-1; 1; -1; 6; -2}; {0; 0; 1}}
11a_176,{0; 4; {0; 3; 2; -3; 3; -1}; {0; 3; 5; -13; 10; -2}; {0; 3; 4; -14; 8; -1}; {0; 2; 1; -6; 2}; {1; 1; -1}}
11a_177,{0; 4; {1; 3; -1; 5; -3}; {1; 4; -4; 15; -9; 2}; {1; 4; -4; 14; -8; 1}; {1; 3; -1; 6; -2}; {2; 2; 1}}
11a_178,{0; 3; {2; 3; 3; -2}; {0; 4; -1; 2; 4; -3; 1}; {0; 3; -1; 2; 2; -2}; {1; 2; 1; 1}}
11a_179,{0; 4; {0; 2; 3; -4; 2}; {0; 3; 4; -13; 10; -3}; {0; 3; 1; -10; 12; -4}; {1; 3; -2; 6; -1}; {2; 2; 1}}
11a_180,{0; 4; {-2; 0; 2; -4; 3}; {-2; 1; 3; -12; 11; -4}; {-2; 1; 1; -9; 13; -4}; {-1; 1; -2; 6; -1}; {0; 0; 1}}
11a_181,{0; 3; {-1; 2; 1; 1; -3; 2}; {-1; 3; 1; -3; -3; 4; -2}; {0; 3; -2; 1; 3; -1}; {1; 2; 1; 1}}
11a_182,{0; 4; {-4; -2; 1; -4; 4}; {-4; -1; 3; -11; 13; -3}; {-4; -1; 1; -9; 13; -4}; {-3; -1; -2; 6; -1}; {-2; -2; 1}}
11a_183,{0; 3; {-4; -1; 1; -3; 2; 1}; {-4; 0; 1; -4; 3; 2; -1}; {-3; 0; -2; 2; 2; -1}; {-2; -1; 1; 1}}
11a_184,{0; 4; {-3; 0; -2; 4; -2; 1}; {-3; 0; -3; 12; -11; 4}; {-3; 0; -1; 9; -13; 4}; {-2; 0; 2; -6; 1}; {-1; -1; -1}}
11a_185,{0; 3; {-3; 0; -1; 2; -1; 1}; {-3; 1; -1; 4; -2; -1; 1}; {-2; 1; 2; -2; -2; 1}; {-1; 0; -1; -1}}
11a_186,{0; 3; {3; 5; 2; 1; -2}; {3; 6; 5; 6; -1; -2}; {3; 6; 4; 7; 2; -1}; {3; 5; 1; 2; 1}}
11a_187,{0; 3; {-2; 0; 1; -2; 2}; {-2; 2; 2; -5; 1; 2; -1}; {-2; 1; 1; -3; -1; 2}; {-1; 0; -1; -1}}
11a_188,{0; 3; {-2; 1; 2; -3; 1; 1}; {-2; 2; 1; -6; 2; 2; -2}; {-1; 2; -2; 3; 3; -1}; {0; 1; 1; 1}}
11a_189,{0; 4; {-2; 0; 1; -2; 2}; {-2; 1; 2; -8; 8; -3}; {-2; 1; 1; -7; 10; -3}; {-1; 1; -2; 5; -1}; {0; 0; 1}}
11a_190,{0; 3; {-1; 3; 1; 0; -2; 3; -1}; {-1; 3; 2; -3; -4; 5; -1}; {-1; 2; 1; -3; -3; 2}; {0; 1; -1; -1}}
11a_191,{0; 3; {3; 5; 1; 3; -3}; {3; 6; 4; 9; -2; -2}; {3; 6; 4; 8; 2; -1}; {3; 5; 1; 2; 1}}
11a_192,{0; 2; {3; 5; 2; 1; -2}; {2; 6; 1; 5; 4; -1; -1}; {2; 5; 1; 3; 3; 1}}
11a_193,{0; 3; {-4; -1; 1; -2; 0; 2}; {-4; 0; 1; -4; 1; 4; -2}; {-3; 0; -2; 2; 3; -1}; {-2; -1; 1; 1}}
11a_194,{0; 4; {-4; -2; 2; -6; 5}; {-4; -1; 3; -13; 15; -4}; {-4; -1; 1; -9; 14; -4}; {-3; -1; -2; 6; -1}; {-2; -2; 1}}
11a_195,{0; 2; {-4; 0; 1; -2; 1; 0; 1}; {-3; 1; -2; 1; 0; 1; -1}; {-2; 0; 1; 1; 1}}
11a_196,{0; 4; {-3; 0; -1; 2; -1; 1}; {-3; 0; -2; 8; -8; 3}; {-3; 0; -1; 7; -10; 3}; {-2; 0; 2; -5; 1}; {-1; -1; -1}}
11a_197,{0; 3; {0; 3; -1; 2; 2; -2}; {0; 4; -2; 3; 7; -5; 1}; {0; 3; -1; 2; 6; -3}; {1; 2; 1; 2}}
11a_198,{0; 3; {-1; 1; -1; 3; -1}; {-1; 3; -2; 5; -1; -2; 1}; {-1; 2; -1; 3; 1; -2}; {0; 1; 1; 1}}
11a_199,{0; 3; {-3; 0; 1; 0; -3; 3}; {-3; 1; 1; -3; -3; 4; -2}; {-2; 1; -2; 1; 3; -1}; {-1; 0; 1; 1}}
11a_200,{0; 2; {2; 5; 1; 0; 2; -2}; {2; 6; 2; 2; 5; -1; -1}; {2; 5; 1; 2; 3; 1}}
11a_201,{0; 2; {-3; 1; 1; 0; -2; 1; 1}; {-2; 2; -2; -2; 1; 0; -1}; {-1; 1; 1; 2; 1}}
11a_202,{0; 3; {-1; 2; 2; -1; -2; 2}; {-1; 3; 1; -4; -2; 2; -1}; {0; 3; -2; 1; 2; -1}; {1; 2; 1; 1}}
11a_203,{0; 4; {2; 5; 3; -3; 2; -1}; {2; 5; 7; -10; 10; -3}; {2; 5; 5; -12; 9; -1}; {2; 4; 1; -6; 2}; {3; 3; -1}}
11a_204,{0; 3; {1; 5; 1; 1; -2; 2; -1}; {1; 5; 2; 0; -2; 4; -1}; {1; 4; 1; -2; -2; 2}; {2; 3; -1; -1}}
11a_205,{0; 3; {-3; 0; 1; -2; 1; 1}; {-3; 1; 1; -4; 1; 3; -2}; {-2; 1; -2; 2; 3; -1}; {-1; 0; 1; 1}}
11a_206,{0; 4; {-5; -2; -3; 4; -1; 1}; {-5; -2; -4; 13; -7; 6}; {-5; -2; -1; 10; -11; 5}; {-4; -2; 2; -6; 1}; {-3; -3; -1}}
11a_207,{0; 3; {-5; -2; -2; 2; 0; 1}; {-5; -1; -1; 5; 0; 1; 2}; {-4; -1; 2; -2; -2; 1}; {-3; -2; -1; -1}}
11a_208,{0; 3; {-5; -2; -1; 0; 1; 1}; {-5; -1; -1; 3; 2; 0; 2}; {-4; -1; 2; -1; -2; 1}; {-3; -2; -1; -1}}
11a_209,{0; 3; {-3; 1; 1; -1; 0; 0; 1}; {-2; 2; -3; 2; -2; 1; -1}; {-1; 1; 3; -1; 2}; {0; 0; -1}}
11a_210,{0; 2; {-3; 0; 1; -1; -1; 2}; {-2; 2; -2; -1; 2; 0; -1}; {-1; 1; 1; 2; 1}}
11a_211,{0; 2; {-5; -2; -1; 1; -1; 2}; {-4; 0; 2; 0; 2; 0; 1}; {-3; -1; -1; -1; -1}}
11a_212,{0; 3; {1; 3; 1; 1; -1}; {1; 5; 2; 1; -4; 4; -1}; {1; 4; 1; -1; -5; 3}; {2; 3; -1; -2}}
11a_213,{0; 3; {1; 5; 1; 0; 0; 1; -1}; {1; 5; 2; 1; -3; 5; -1}; {1; 4; 1; -1; -5; 3}; {2; 3; -1; -2}}
11a_214,{0; 2; {-2; 2; 1; 0; 0; -2; 2}; {-1; 3; -2; -1; -2; 1; -1}; {0; 2; 1; 1; 1}}
11a_215,{0; 4; {2; 3; 3; -2}; {1; 4; -2; 10; -7; 2}; {1; 4; -3; 10; -7; 1}; {1; 3; -1; 5; -2}; {2; 2; 1}}
11a_216,{0; 4; {0; 3; 1; -1; 2; -1}; {0; 3; 3; -8; 8; -2}; {0; 3; 3; -10; 7; -1}; {0; 2; 1; -5; 2}; {1; 1; -1}}
11a_217,{0; 4; {-3; 0; -3; 6; -3; 1}; {-3; 0; -3; 12; -9; 3}; {-3; 0; -1; 8; -10; 3}; {-2; 0; 2; -5; 1}; {-1; -1; -1}}
11a_218,{0; 3; {-4; 0; -1; 2; -1; 0; 1}; {-3; 1; 3; -3; 1; -1; 1}; {-2; 0; -3; 1; -2}; {-1; -1; 1}}
11a_219,{0; 2; {-5; -2; -1; 0; 1; 1}; {-4; 0; 2; 2; 0; 1; 1}; {-3; -1; -1; -2; -1}}
11a_220,{0; 3; {1; 5; 2; -2; 1; 1; -1}; {1; 5; 3; -3; 0; 4; -1}; {1; 4; 1; -3; -2; 2}; {2; 3; -1; -1}}
11a_221,{0; 4; {-3; 0; -4; 8; -4; 1}; {-3; 0; -4; 16; -12; 4}; {-3; 0; -1; 10; -13; 4}; {-2; 0; 2; -6; 1}; {-1; -1; -1}}
11a_222,{0; 3; {-3; -2; -2; 3}; {-3; 1; -1; 5; -1; -1; 1}; {-2; 1; 2; -2; -2; 1}; {-1; 0; -1; -1}}
11a_223,{0; 4; {2; 5; 4; -5; 3; -1}; {2; 5; 8; -13; 11; -3}; {2; 5; 5; -13; 9; -1}; {2; 4; 1; -6; 2}; {3; 3; -1}}
11a_224,{0; 3; {1; 5; 2; -1; -1; 2; -1}; {1; 5; 3; -3; -1; 4; -1}; {1; 4; 1; -3; -2; 2}; {2; 3; -1; -1}}
11a_225,{0; 3; {-4; 0; -2; 3; 0; -1; 1}; {-4; 0; -1; 6; -1; -4; 3}; {-3; 0; 2; -3; -4; 1}; {-2; -1; -1; -1}}
11a_226,{0; 2; {-4; 0; -1; 1; 1; -1; 1}; {-3; 1; 2; 1; -2; 0; 1}; {-2; 0; -1; -2; -1}}
11a_227,{0; 3; {3; 6; 1; 4; -5; 1}; {3; 6; 3; 12; -6; -1}; {3; 6; 3; 11; 0; -1}; {3; 5; 1; 3; 1}}
11a_228,{0; 3; {-3; 0; 1; -2; 1; 1}; {-2; 2; -3; 3; -1; 1; -1}; {-1; 1; 3; -1; 2}; {0; 0; -1}}
11a_229,{0; 2; {0; 5; 1; 0; -1; 1; 1; -1}; {0; 4; 1; 0; -2; 1; 2}; {1; 3; -1; -2; -1}}
11a_230,{0; 2; {0; 5; 1; 0; 0; -1; 2; -1}; {0; 4; 1; -1; 0; -1; 2}; {1; 3; -1; -1; -1}}
11a_231,{0; 4; {-2; 1; 3; -10; 12; -4}; {-2; 1; 6; -19; 18; -4}; {-2; 1; 4; -15; 10; -1}; {-2; 0; 1; -6; 2}; {-1; -1; -1}}
11a_232,{0; 4; {-2; 1; 2; -5; 5; -1}; {-2; 1; 6; -16; 11; -2}; {-2; 1; 4; -15; 8; -1}; {-2; 0; 1; -6; 2}; {-1; -1; -1}}
