Name,HOMFLY (vector)
11n_18,{0; 2; {-1; 3; 1; -1; 0; 2; -1}; {0; 3; -2; 1; 2; -1}; {1; 2; 1; 1}}
11n_19,{0; 3; {-3; 0; -1; 4; -5; 3}; {-2; 0; 5; -10; 4}; {-2; 0; 1; -6; 1}; {-1; -1; -1}}
11n_20,{0; 2; {-2; 1; 1; -1; 0; 1}; {-2; 1; 1; -2; -2; 1}; {-1; 0; -1; -1}}
11n_21,{0; 3; {-1; 2; -1; 4; -3; 1}; {-1; 2; -1; 5; -6; 2}; {0; 2; 2; -4; 1}; {1; 1; -1}}
11n_22,{0; 3; {2; 4; 4; -4; 1}; {1; 4; -1; 7; -5; 1}; {1; 3; -1; 4; -2}; {2; 2; 1}}
11n_23,{0; 4; {1; 4; -3; 10; -7; 1}; {1; 4; -7; 22; -11; 1}; {1; 3; -5; 18; -6}; {1; 3; -1; 7; -1}; {2; 2; 1}}
11n_24,{0; 3; {-1; 1; -2; 5; -2}; {-1; 1; -3; 8; -3}; {-1; 1; -1; 5; -1}; {0; 0; 1}}
11n_25,{0; 3; {0; 3; 2; -3; 3; -1}; {0; 3; 1; -5; 6; -2}; {1; 3; -2; 4; -1}; {2; 2; 1}}
11n_26,{0; 3; {0; 3; 1; -2; 4; -2}; {0; 3; 2; -5; 6; -1}; {0; 2; 1; -4; 2}; {1; 1; -1}}
11n_27,{0; 4; {2; 5; 6; -9; 5; -1}; {2; 5; 11; -19; 10; -1}; {2; 4; 6; -17; 6}; {2; 4; 1; -7; 1}; {3; 3; -1}}
11n_28,{0; 2; {-1; 3; 1; 0; -2; 3; -1}; {0; 3; -1; -2; 3; -1}; {2; 2; 1}}
11n_29,{0; 2; {0; 4; 2; -3; 2; 1; -1}; {0; 3; 2; -4; 1; 2}; {1; 2; -2; -1}}
11n_30,{0; 3; {1; 5; 3; -2; -2; 3; -1}; {1; 4; 4; -4; -4; 4}; {1; 4; 1; -4; -4; 1}; {2; 3; -1; -1}}
11n_31,{0; 3; {1; 5; 3; -3; 0; 2; -1}; {1; 4; 4; -6; 1; 2}; {1; 2; 1; -5}; {2; 2; -1}}
11n_32,{0; 3; {-2; 2; 1; -1; -1; 3; -1}; {0; 2; -4; 4; -1}; {-1; 1; 1; -3; 2}; {0; 0; -1}}
11n_33,{0; 3; {-1; 2; 2; -2; 0; 1}; {-1; 2; 1; -5; 2; -1}; {0; 2; -2; 3; -1}; {1; 1; 1}}
11n_34,{0; 3; {-2; 1; 2; -6; 7; -2}; {-2; 1; 3; -11; 11; -3}; {-2; 1; 1; -6; 6; -1}; {-1; 0; -1; 1}}
11n_35,{0; 3; {2; 5; 5; -7; 4; -1}; {2; 5; 8; -12; 7; -1}; {2; 4; 3; -8; 3}; {3; 3; -2}}
11n_36,{0; 4; {0; 3; 2; -4; 5; -2}; {0; 3; 5; -12; 9; -1}; {0; 2; 4; -13; 5}; {0; 2; 1; -6; 1}; {1; 1; -1}}
11n_37,{0; 3; {-2; 0; 2; -4; 3}; {-2; 0; 3; -8; 3}; {-2; 0; 1; -5; 1}; {-1; -1; -1}}
11n_38,{0; 2; {-2; 1; 2; -3; 1; 1}; {-2; -1; 1; -4}; {-1; -1; -1}}
11n_39,{0; 3; {-1; 2; -3; 8; -5; 1}; {-1; 2; -4; 13; -9; 2}; {-1; 2; -1; 7; -5; 1}; {0; 1; 1; -1}}
11n_40,{0; 3; {1; 4; -2; 8; -6; 1}; {1; 4; -4; 15; -8; 1}; {1; 3; -2; 9; -3}; {2; 2; 2}}
11n_41,{0; 4; {1; 4; -1; 6; -5; 1}; {1; 4; -4; 14; -8; 1}; {1; 3; -4; 13; -5}; {1; 3; -1; 6; -1}; {2; 2; 1}}
11n_42,{0; 3; {-2; 1; 2; -6; 7; -2}; {-2; 1; 3; -11; 11; -3}; {-2; 1; 1; -6; 6; -1}; {-1; 0; -1; 1}}
11n_43,{0; 3; {2; 5; 5; -7; 4; -1}; {2; 5; 8; -12; 7; -1}; {2; 4; 3; -8; 3}; {3; 3; -2}}
11n_44,{0; 4; {0; 3; 2; -4; 5; -2}; {0; 3; 5; -12; 9; -1}; {0; 2; 4; -13; 5}; {0; 2; 1; -6; 1}; {1; 1; -1}}
11n_45,{0; 3; {-1; 2; -3; 8; -5; 1}; {-1; 2; -4; 13; -9; 2}; {-1; 2; -1; 7; -5; 1}; {0; 1; 1; -1}}
11n_46,{0; 3; {1; 4; -2; 8; -6; 1}; {1; 4; -4; 15; -8; 1}; {1; 3; -2; 9; -3}; {2; 2; 2}}
11n_47,{0; 4; {1; 4; -1; 6; -5; 1}; {1; 4; -4; 14; -8; 1}; {1; 3; -4; 13; -5}; {1; 3; -1; 6; -1}; {2; 2; 1}}
11n_48,{0; 3; {-2; 1; 2; -3; 1; 1}; {-2; 0; 3; -8; 2}; {-2; 0; 1; -5; 1}; {-1; -1; -1}}
11n_49,{0; 2; {-2; 2; 2; -3; 2; -1; 1}; {-2; 1; 1; -4; 0; -1}; {-1; -1; -1}}
11n_50,{0; 2; {-3; -1; -1; 1; 1}; {-3; 0; -1; 2; 2; -1}; {-2; -1; 1; 1}}
11n_51,{0; 3; {0; 3; 2; -4; 5; -2}; {0; 3; 3; -8; 7; -1}; {0; 2; 1; -5; 2}; {1; 1; -1}}
11n_52,{0; 3; {0; 3; 3; -5; 4; -1}; {0; 3; 2; -8; 7; -2}; {1; 3; -3; 4; -1}; {2; 2; 1}}
11n_53,{0; 3; {-2; 1; 2; -5; 5; -1}; {-2; 1; 3; -9; 6; -1}; {-2; 0; 1; -5; 2}; {-1; -1; -1}}
11n_54,{0; 3; {1; 4; -1; 6; -5; 1}; {1; 4; -2; 10; -6; 1}; {1; 3; -1; 5; -2}; {2; 2; 1}}
11n_55,{0; 3; {-1; 2; -2; 6; -4; 1}; {-1; 2; -2; 8; -7; 2}; {0; 2; 3; -4; 1}; {1; 1; -1}}
11n_56,{0; 3; {-1; 2; -2; 6; -4; 1}; {-1; 2; -3; 9; -6; 1}; {-1; 1; -1; 5; -2}; {0; 0; 1}}
11n_57,{0; 4; {2; 5; 5; -7; 4; -1}; {2; 5; 10; -16; 9; -1}; {2; 4; 6; -16; 6}; {2; 4; 1; -7; 1}; {3; 3; -1}}
11n_58,{0; 3; {-2; 1; 1; -4; 6; -2}; {-2; 1; 1; -6; 9; -3}; {-1; 1; -2; 5; -1}; {0; 0; 1}}
11n_59,{0; 3; {2; 5; 4; -5; 3; -1}; {2; 5; 6; -7; 5; -1}; {2; 4; 2; -4; 2}; {3; 3; -1}}
11n_60,{0; 4; {0; 3; 3; -6; 6; -2}; {0; 3; 7; -17; 11; -1}; {0; 2; 5; -17; 6}; {0; 2; 1; -7; 1}; {1; 1; -1}}
11n_61,{0; 4; {1; 4; -2; 8; -6; 1}; {1; 4; -6; 19; -10; 1}; {1; 3; -5; 17; -6}; {1; 3; -1; 7; -1}; {2; 2; 1}}
11n_62,{0; 2; {-2; 2; 1; -2; 1; 2; -1}; {-1; 2; -2; 1; 2; -1}; {0; 1; 1; 1}}
11n_63,{0; 2; {1; 5; 2; -1; -1; 2; -1}; {1; 4; 2; -1; -1; 2}; {2; 3; -1; -1}}
11n_64,{0; 3; {0; 4; 3; -4; 1; 2; -1}; {0; 3; 4; -7; -2; 4}; {0; 3; 1; -5; -4; 1}; {1; 2; -1; -1}}
11n_65,{0; 2; {-3; 0; -1; -1; 5; -2}; {-3; 0; -1; 1; 6; -2}; {-2; -1; 1; 2}}
11n_66,{0; 3; {1; 3; 4; -5; 2}; {0; 3; -1; 5; -7; 2}; {0; 2; -1; 3; -3}; {1; 1; 1}}
11n_67,{0; 2; {-1; 3; 2; -2; -1; 3; -1}; {-1; 3; 1; -4; -1; 3; -1}; {0; 2; -1; 0; 1}}
11n_68,{0; 2; {0; 4; 2; -2; 0; 2; -1}; {0; 3; 2; -3; -2; 3}; {1; 2; -2; -2}}
11n_69,{0; 3; {1; 5; 2; 0; -3; 3; -1}; {1; 4; 3; -1; -5; 4}; {1; 4; 1; -3; -4; 1}; {2; 3; -1; -1}}
11n_70,{0; 3; {0; 2; 4; -6; 3}; {0; 2; 4; -11; 4}; {0; 2; 1; -6; 1}; {1; 1; -1}}
11n_71,{0; 3; {1; 4; -3; 11; -9; 2}; {1; 4; -5; 18; -10; 1}; {1; 3; -2; 10; -3}; {2; 2; 2}}
11n_72,{0; 3; {2; 5; 7; -11; 6; -1}; {2; 5; 9; -16; 8; -1}; {2; 4; 3; -9; 3}; {3; 3; -2}}
11n_73,{0; 3; {-1; 2; -4; 11; -8; 2}; {-1; 2; -4; 15; -12; 3}; {-1; 2; -1; 7; -6; 1}; {0; 1; 1; -1}}
11n_74,{0; 3; {-1; 2; -4; 11; -8; 2}; {-1; 2; -4; 15; -12; 3}; {-1; 2; -1; 7; -6; 1}; {0; 1; 1; -1}}
11n_75,{0; 3; {-4; -1; 2; -9; 11; -3}; {-4; -1; 1; -10; 18; -5}; {-3; -1; -3; 10; -2}; {-2; -2; 2}}
11n_76,{0; 4; {-4; -1; 2; -10; 13; -4}; {-4; -1; 1; -13; 25; -8}; {-3; -1; -6; 19; -5}; {-3; -1; -1; 7; -1}; {-2; -2; 1}}
11n_77,{0; 4; {4; 7; 9; -13; 6; -1}; {4; 6; 23; -20; 4}; {4; 5; 21; -9}; {4; 5; 8; -1}; {4; 4; 1}}
11n_78,{0; 4; {1; 4; -4; 13; -10; 2}; {1; 4; -8; 25; -13; 1}; {1; 3; -5; 19; -6}; {1; 3; -1; 7; -1}; {2; 2; 1}}
11n_79,{0; 2; {-1; 2; 2; -1; -2; 2}; {-1; 2; 1; -3; -3; 1}; {0; 1; -1; -1}}
11n_80,{0; 3; {-4; 0; -1; 1; 3; -5; 3}; {-3; 0; 2; 3; -9; 4}; {-1; 0; -6; 1}; {-1; -1; -1}}
11n_81,{0; 4; {2; 5; 8; -13; 7; -1}; {2; 5; 12; -23; 11; -1}; {2; 4; 6; -18; 6}; {2; 4; 1; -7; 1}; {3; 3; -1}}
11n_82,{0; 3; {-1; 1; -1; 3; -1}; {-1; 1; -3; 7; -3}; {-1; 1; -1; 5; -1}; {0; 0; 1}}
11n_83,{0; 2; {-1; 2; -1; 4; -3; 1}; {-2; 1; -1; 0; 4; -3}; {-1; 0; 1; 2}}
11n_84,{0; 2; {-2; -1; -1; 2}; {-4; -1; 1; -1; -1; 2}; {-3; -2; -1; -1}}
11n_85,{0; 3; {-1; 1; -1; 3; -1}; {-1; 2; -1; 5; -5; 2}; {0; 2; 2; -4; 1}; {1; 1; -1}}
11n_86,{0; 3; {0; 0; 1}; {0; 2; 2; -4; 2}; {0; 2; 1; -4; 1}; {1; 1; -1}}
11n_87,{0; 3; {-4; -1; 1; -3; 2; 1}; {-4; -1; 1; -5; 6; -1}; {-3; -1; -2; 4; -1}; {-2; -2; 1}}
11n_88,{0; 4; {2; 5; 4; -5; 3; -1}; {2; 5; 10; -15; 9; -1}; {2; 4; 6; -16; 6}; {2; 4; 1; -7; 1}; {3; 3; -1}}
11n_89,{0; 3; {-5; -2; -1; 1; -1; 2}; {-5; -2; -1; 4; -3; 5}; {-4; -2; 2; -3; 2}; {-3; -3; -1}}
11n_90,{0; 3; {1; 5; 1; 2; -4; 3; -1}; {1; 4; 3; 0; -5; 4}; {1; 4; 1; -3; -4; 1}; {2; 3; -1; -1}}
11n_91,{0; 2; {-5; -2; -1; 2; -3; 3}; {-4; -1; 2; -2; 3; 1}; {-3; -3; -1}}
11n_92,{0; 3; {-2; 1; 1; -3; 4; -1}; {-1; 1; -4; 7; -3}; {-1; 1; -1; 5; -1}; {0; 0; 1}}
11n_93,{0; 3; {3; 6; 1; 4; -5; 1}; {3; 5; 4; 11; -7}; {3; 5; 4; 9; -2}; {3; 4; 1; 2}}
11n_94,{0; 3; {-1; 2; -1; 2; 1; -1}; {-1; 2; -1; 4; -2; 1}; {0; 2; 2; -3; 1}; {1; 1; -1}}
11n_95,{0; 3; {2; 5; 3; -3; 2; -1}; {2; 4; 6; -5; 3}; {2; 4; 2; -4; 1}; {3; 3; -1}}
11n_96,{0; 3; {-1; 2; -1; 2; 1; -1}; {-1; 2; -3; 6; 0; -1}; {-1; 0; -1; 5}; {0; 0; 1}}
11n_97,{0; 2; {-2; 2; -1; 3; 0; -3; 2}; {-2; 2; -1; 3; -1; -4; 1}; {-1; 1; 1; 0; -1}}
11n_98,{0; 3; {-2; 0; -3; 6; -2}; {-2; 1; -2; 8; -4; 1}; {-1; 1; 3; -3; 1}; {0; 0; -1}}
11n_99,{0; 2; {-4; -1; 1; 0; -4; 4}; {-4; -1; 1; -1; -5; 3}; {-3; -2; -1; -2}}
11n_100,{0; 2; {-1; 3; 1; 0; 0; -1; 1}; {-1; 2; -1; 0; 0; -2}; {0; 1; 1; 1}}
11n_101,{0; 2; {-3; -1; -1; 1; 1}; {-2; 1; 2; 0; -1; 1}; {-1; 0; -1; -1}}
11n_102,{0; 2; {-4; 0; 1; -1; 0; -1; 2}; {-3; 0; -1; 0; -3; 1}; {-1; -1; -1}}
11n_103,{0; 3; {-4; -1; -2; 3; -1; 1}; {-4; -1; -2; 7; -3; 2}; {-3; -1; 3; -3; 1}; {-2; -2; -1}}
11n_104,{0; 4; {2; 4; 5; -6; 2}; {2; 5; 10; -16; 8; -1}; {2; 4; 6; -16; 6}; {2; 4; 1; -7; 1}; {3; 3; -1}}
11n_105,{0; 3; {2; 3; 3; -2}; {2; 5; 5; -4; 3; -1}; {2; 4; 2; -3; 2}; {3; 3; -1}}
11n_106,{0; 3; {-2; 1; -1; 0; 4; -2}; {-1; 1; -2; 8; -3}; {-1; 1; -1; 5; -1}; {0; 0; 1}}
11n_107,{0; 4; {1; 4; -1; 6; -5; 1}; {1; 4; -6; 18; -10; 1}; {1; 3; -5; 17; -6}; {1; 3; -1; 7; -1}; {2; 2; 1}}
11n_108,{0; 3; {-5; -2; -1; 0; 1; 1}; {-5; -2; -1; 3; 0; 4}; {-4; -2; 2; -2; 2}; {-3; -3; -1}}
11n_109,{0; 3; {-5; -2; -2; 3; -2; 2}; {-5; -2; -1; 5; -3; 5}; {-4; -2; 2; -3; 2}; {-3; -3; -1}}
11n_110,{0; 3; {-1; 2; 1; 0; -1; 1}; {0; 2; 1; -5; 2}; {0; 2; 1; -4; 1}; {1; 1; -1}}
11n_111,{0; 3; {0; 2; 3; -4; 2}; {0; 3; 4; -9; 2; 1}; {0; 1; 1; -6}; {1; 1; -1}}
11n_112,{0; 3; {0; 3; 1; -2; 4; -2}; {0; 3; 1; -4; 7; -2}; {1; 3; -2; 4; -1}; {2; 2; 1}}
11n_113,{0; 2; {-5; -2; -1; 1; -1; 2}; {-4; -1; 2; -1; 3; 1}; {-3; -3; -1}}
11n_114,{0; 2; {-2; 0; 1; -2; 2}; {-1; 2; -3; 3; 0; -1}; {0; 1; 2; 1}}
11n_115,{0; 3; {-1; 2; 2; -2; 0; 1}; {-2; 0; -1; 3; -5}; {-1; 1; 2; -3; 1}; {0; 0; -1}}
11n_116,{0; 2; {-3; 1; 1; -1; 1; -2; 2}; {-2; 1; -1; 0; -4; 1}; {0; 0; -1}}
11n_117,{0; 2; {-1; 2; 1; 1; -3; 2}; {-1; 2; 1; -1; -5; 2}; {0; 1; -1; -2}}
11n_118,{0; 3; {2; 5; 4; -5; 3; -1}; {2; 4; 7; -8; 4}; {2; 4; 2; -5; 1}; {3; 3; -1}}
11n_119,{0; 3; {-2; 1; 2; -5; 5; -1}; {-2; 1; 2; -8; 7; -2}; {-2; 0; 1; -4; 3}; {-1; -1; -1}}
11n_120,{0; 4; {0; 3; 2; -3; 3; -1}; {0; 3; 4; -10; 7; -1}; {0; 2; 4; -12; 5}; {0; 2; 1; -6; 1}; {1; 1; -1}}
11n_121,{0; 3; {-4; -2; -2; 2; 1}; {-4; -1; -1; 5; -1; 2}; {-3; -1; 2; -3; 1}; {-2; -2; -1}}
11n_122,{0; 2; {-4; -1; 1; -1; -2; 3}; {-4; -1; 1; -2; -2; 2}; {-3; -2; -1; -1}}
11n_123,{0; 2; {-3; 1; 1; -2; 2; -1; 1}; {-2; 1; -3; 3; -1; -1}; {-1; 0; 2; 1}}
11n_124,{0; 3; {-1; 1; 1; -1; 1}; {-1; 2; 1; -4; 3; -1}; {0; 2; -2; 3; -1}; {1; 1; 1}}
11n_125,{0; 3; {0; 0; 1}; {0; 3; 1; -3; 3; -1}; {1; 3; -2; 3; -1}; {2; 2; 1}}
11n_126,{0; 3; {3; 6; 1; 5; -7; 2}; {3; 5; 3; 13; -9}; {3; 5; 4; 10; -2}; {3; 4; 1; 2}}
11n_127,{0; 3; {-4; -2; 1; -4; 4}; {-4; -1; 1; -5; 7; -1}; {-3; -1; -2; 4; -1}; {-2; -2; 1}}
11n_128,{0; 3; {0; 2; 2; -2; 1}; {-1; 2; -2; 5; -5; 1}; {-1; 1; -1; 4; -2}; {0; 0; 1}}
11n_129,{0; 3; {-3; 0; -3; 6; -3; 1}; {-3; 0; -3; 10; -5; 1}; {-3; -1; -1; 5; -2}; {-2; -2; 1}}
11n_130,{0; 3; {-2; 0; 1; -2; 2}; {-2; 1; 2; -6; 4; -1}; {-2; 0; 1; -4; 2}; {-1; -1; -1}}
11n_131,{0; 3; {-2; -1; -1; 2}; {-3; 0; 1; -3; 4; -1}; {-2; 0; -2; 3; -1}; {-1; -1; 1}}
11n_132,{0; 2; {-3; -1; -1; 1; 1}; {-3; 0; -1; 2; 2; -1}; {-2; -1; 1; 1}}
11n_133,{0; 4; {1; 3; 1; 1; -1}; {1; 4; -2; 8; -5; 1}; {1; 3; -4; 11; -5}; {1; 3; -1; 6; -1}; {2; 2; 1}}
11n_134,{0; 2; {-3; -1; 1; -3; 3}; {-4; -1; 1; 0; -4; 3}; {-3; -2; -1; -2}}
11n_135,{0; 3; {1; 4; 3; -2; -1; 1}; {1; 4; 4; -6; 0; 1}; {1; 2; 1; -5}; {2; 2; -1}}
11n_136,{0; 3; {3; 5; 2; 1; -2}; {3; 5; 5; 8; -5}; {3; 5; 4; 8; -2}; {3; 4; 1; 2}}
11n_137,{0; 3; {-4; -3; -3; 4}; {-4; -1; -2; 8; -2; 2}; {-3; -1; 3; -3; 1}; {-2; -2; -1}}
11n_138,{0; 2; {-2; 1; 2; -2; -1; 2}; {-2; 1; 1; -3; -3; 1}; {-1; 0; -1; -1}}
11n_139,{0; 1; {0; 4; 1; 1; -1; -1; 1}; {2; 3; -1; -1}}
11n_140,{0; 2; {-4; -2; -2; 2; 1}; {-3; 0; 3; 1; 0; 1}; {-2; -1; -1; -1}}
11n_141,{0; 1; {-3; 1; 1; 0; -1; -1; 2}; {-2; 0; -1; -2; -2}}
11n_142,{0; 2; {-3; 1; 1; -1; 1; -2; 2}; {-2; 0; -2; 1; -3}; {-1; -1; 1}}
11n_143,{0; 3; {-1; 2; 1; 0; -1; 1}; {-1; 2; 1; 0; -6; 3}; {1; 2; -5; 1}; {1; 1; -1}}
11n_144,{0; 3; {2; 5; 3; -3; 2; -1}; {2; 5; 5; -4; 4; -1}; {2; 4; 2; -3; 2}; {3; 3; -1}}
11n_145,{0; 3; {-1; 1; -2; 5; -2}; {-1; 2; -4; 9; -2; -1}; {-1; 0; -1; 6}; {0; 0; 1}}
11n_146,{0; 3; {1; 3; -1; 5; -3}; {1; 4; -1; 8; -4; 1}; {1; 3; -1; 4; -2}; {2; 2; 1}}
11n_147,{0; 4; {2; 3; 3; -2}; {1; 4; -3; 11; -6; 1}; {1; 3; -4; 12; -5}; {1; 3; -1; 6; -1}; {2; 2; 1}}
11n_148,{0; 4; {0; 3; -1; 3; 0; -1}; {0; 3; 1; -1; 4; -1}; {0; 2; 3; -7; 4}; {0; 2; 1; -5; 1}; {1; 1; -1}}
11n_149,{0; 4; {1; 4; 2; 0; -2; 1}; {1; 4; -2; 7; -6; 1}; {1; 3; -4; 11; -5}; {1; 3; -1; 6; -1}; {2; 2; 1}}
11n_150,{0; 3; {0; 4; 1; 0; 1; -2; 1}; {0; 3; -1; 0; 3; -3}; {0; 3; -1; 2; 3; -1}; {1; 2; 1; 1}}
11n_151,{0; 3; {0; 3; 4; -7; 5; -1}; {0; 3; 4; -13; 9; -2}; {0; 3; 1; -7; 5; -1}; {1; 2; -1; 1}}
11n_152,{0; 3; {0; 3; 4; -7; 5; -1}; {0; 3; 4; -13; 9; -2}; {0; 3; 1; -7; 5; -1}; {1; 2; -1; 1}}
11n_153,{0; 4; {0; 2; 3; -4; 2}; {-1; 2; -4; 9; -8; 1}; {-1; 1; -4; 12; -5}; {-1; 1; -1; 6; -1}; {0; 0; 1}}
11n_154,{0; 3; {0; 3; 2; -3; 3; -1}; {0; 3; 2; -6; 5; -1}; {1; 3; -3; 3; -1}; {2; 2; 1}}
11n_155,{0; 3; {-1; 3; 1; 0; 0; -1; 1}; {-1; 2; -2; 1; 1; -3}; {-1; 2; -1; 3; 3; -1}; {0; 1; 1; 1}}
11n_156,{0; 3; {-1; 1; -1; 3; -1}; {-1; 2; -2; 6; -4; 1}; {0; 2; 3; -3; 1}; {1; 1; -1}}
11n_157,{0; 3; {0; 0; 1}; {-2; 1; 1; -3; 3; -1}; {-2; 0; 1; -3; 2}; {-1; -1; -1}}
11n_158,{0; 4; {1; 4; 1; 2; -3; 1}; {1; 4; -3; 10; -7; 1}; {1; 3; -4; 12; -5}; {1; 3; -1; 6; -1}; {2; 2; 1}}
11n_159,{0; 3; {-3; -1; -1; 1; 1}; {-4; -2; 1; -3; 4}; {-3; -1; -2; 3; -1}; {-2; -2; 1}}
11n_160,{0; 3; {0; 3; 2; -4; 5; -2}; {0; 3; 2; -7; 8; -2}; {1; 3; -3; 4; -1}; {2; 2; 1}}
11n_161,{0; 3; {1; 4; 2; 0; -2; 1}; {0; 3; -2; 3; 2; -3}; {0; 3; -1; 3; 3; -1}; {1; 2; 1; 1}}
11n_162,{0; 2; {1; 5; 1; 2; -4; 3; -1}; {1; 4; 2; 1; -4; 3}; {2; 3; -1; -2}}
11n_163,{0; 3; {0; 3; 1; 1; -2; 1}; {1; 3; 2; -5; 2}; {0; 2; -1; 2; -3}; {1; 1; 1}}
11n_164,{0; 3; {1; 4; 1; 2; -3; 1}; {1; 2; 2; -1}; {1; 3; 1; -3; 1}; {2; 2; -1}}
11n_165,{0; 3; {-2; 0; 1; -2; 2}; {-1; 2; -1; -1; 2; -1}; {-1; 1; 1; -2; 2}; {0; 0; -1}}
11n_166,{0; 4; {0; 3; 3; -5; 4; -1}; {0; 3; 5; -13; 8; -1}; {0; 2; 4; -13; 5}; {0; 2; 1; -6; 1}; {1; 1; -1}}
11n_167,{0; 3; {1; 3; -1; 5; -3}; {0; 3; 1; -3; 8; -2}; {1; 3; -2; 4; -1}; {2; 2; 1}}
11n_168,{0; 3; {0; 3; -1; 3; 0; -1}; {-1; 1; 1; -3; 5}; {0; 2; -2; 3; -1}; {1; 1; 1}}
11n_169,{0; 3; {4; 6; 6; -6; 1}; {3; 5; 3; 14; -8}; {3; 5; 4; 10; -2}; {3; 4; 1; 2}}
11n_170,{0; 2; {-4; -1; -2; 3; -1; 1}; {-3; 0; 4; -2; 1; 1}; {-2; -1; -2; -1}}
11n_171,{0; 2; {3; 5; 2; 1; -2}; {2; 5; 1; 6; 3; -2}; {2; 4; 1; 3; 2}}
11n_172,{0; 3; {-3; 0; -1; 3; -3; 2}; {-3; 0; -1; 5; -6; 2}; {-2; 0; 2; -4; 1}; {-1; -1; -1}}
11n_173,{0; 4; {1; 3; -2; 7; -4}; {1; 4; -4; 15; -7; 1}; {1; 3; -4; 13; -5}; {1; 3; -1; 6; -1}; {2; 2; 1}}
11n_174,{0; 3; {2; 5; 3; -3; 2; -1}; {2; 5; 7; -8; 6; -1}; {2; 4; 3; -7; 3}; {3; 3; -2}}
11n_175,{0; 3; {2; 5; 3; -3; 2; -1}; {1; 4; 2; 2; -3; 3}; {1; 4; 1; -2; -3; 1}; {2; 3; -1; -1}}
11n_176,{0; 3; {-4; -1; 1; -2; 0; 2}; {-4; -2; 1; -4; 3}; {-3; -1; -2; 3; -1}; {-2; -2; 1}}
11n_177,{0; 4; {0; 3; 1; -1; 2; -1}; {0; 3; 2; -5; 5; -1}; {0; 2; 3; -8; 4}; {0; 2; 1; -5; 1}; {1; 1; -1}}
11n_178,{0; 3; {1; 3; -1; 5; -3}; {1; 4; -3; 12; -6; 1}; {1; 3; -2; 8; -3}; {2; 2; 2}}
11n_179,{0; 3; {-1; 2; 1; -3; 5; -2}; {-1; 2; 1; -5; 7; -2}; {-1; 1; 1; -3; 3}; {0; 0; -1}}
11n_180,{0; 3; {4; 5; 5; -4}; {3; 5; 4; 12; -6}; {3; 5; 4; 9; -2}; {3; 4; 1; 2}}
11n_181,{0; 2; {3; 5; 1; 3; -3}; {2; 5; 2; 4; 5; -2}; {2; 4; 1; 2; 2}}
11n_182,{0; 4; {-2; 1; 2; -3; 1; 1}; {-2; 1; 1; -6; 4; -2}; {-1; 1; -4; 8; -3}; {-1; 1; -1; 5; -1}; {0; 0; 1}}
11n_183,{0; 3; {3; 6; 2; 2; -4; 1}; {3; 5; 8; 2; -3}; {3; 4; 6; 1}; {3; 3; 1}}
11n_184,{0; 3; {2; 4; 4; -4; 1}; {1; 4; -3; 11; -7; 1}; {1; 3; -2; 8; -3}; {2; 2; 2}}
11n_185,{0; 3; {2; 4; 4; -4; 1}; {2; 5; 7; -9; 5; -1}; {2; 4; 3; -7; 3}; {3; 3; -2}}